timestamp,buyer,seller,component,qty,price,traced,eventType
303517,l1,X6,c5,110591,21.16,True,NOTINVOLVED_PURCHASE
303875,l8,X6,c4,60835,9.31,True,NOTINVOLVED_PURCHASE
304242,l72,X5,c5,30830,17.28,True,NOTINVOLVED_PURCHASE
304497,A2,a4,c1,32337,2.39,True,SHADOW_PURCHASE1
312564,A6,X5,c5,70218,12.07,True,NORMAL_PURCHASE
320661,l77,X5,c2,115181,5.7,True,NOTINVOLVED_PURCHASE
334274,l26,X4,c1,88588,2.74,True,NOTINVOLVED_PURCHASE
336020,l18,X6,c5,42729,15.61,True,NOTINVOLVED_PURCHASE
343747,l49,X4,c1,77388,2.46,True,NOTINVOLVED_PURCHASE
358801,l19,X4,c1,40394,3.81,True,NOTINVOLVED_PURCHASE
372766,l14,X6,c4,35284,10.47,True,NOTINVOLVED_PURCHASE
382086,l9,X3,c5,96488,23.91,True,NOTINVOLVED_PURCHASE
384130,l76,X0,c5,94441,21.65,True,NOTINVOLVED_PURCHASE
385350,l20,X2,c5,98577,7.0,True,NOTINVOLVED_PURCHASE
391751,l46,X0,c1,38844,3.87,True,NOTINVOLVED_PURCHASE
394758,l45,X4,c1,73143,3.3,True,NOTINVOLVED_PURCHASE
404461,l16,X6,c4,113316,13.43,True,NOTINVOLVED_PURCHASE
420365,l43,X3,c2,50039,11.74,True,NOTINVOLVED_PURCHASE
422958,l25,X2,c2,108110,11.8,True,NOTINVOLVED_PURCHASE
423079,A4,X3,c1,64760,2.03,True,NORMAL_PURCHASE
423191,l30,X3,c1,31238,2.09,True,NOTINVOLVED_PURCHASE
427988,l28,X2,c5,81733,18.95,True,NOTINVOLVED_PURCHASE
433056,l63,X2,c6,80019,4.71,True,NOTINVOLVED_PURCHASE
434141,l27,X1,c4,66583,7.87,True,NOTINVOLVED_PURCHASE
436250,l35,X1,c4,75987,8.06,True,NOTINVOLVED_PURCHASE
437114,l11,X0,c1,118774,3.72,True,NOTINVOLVED_PURCHASE
463339,l53,X3,c5,51543,23.98,True,NOTINVOLVED_PURCHASE
463827,l44,X3,c2,96677,9.01,True,NOTINVOLVED_PURCHASE
467805,l67,X2,c2,55964,12.86,True,NOTINVOLVED_PURCHASE
481297,l40,X4,c1,95419,2.93,True,NOTINVOLVED_PURCHASE
490682,l52,X4,c1,40127,2.15,True,NOTINVOLVED_PURCHASE
496017,l5,X5,c2,59584,10.22,True,NOTINVOLVED_PURCHASE
502735,l74,X3,c2,113323,6.88,True,NOTINVOLVED_PURCHASE
512766,l61,X2,c4,84578,15.94,True,NOTINVOLVED_PURCHASE
525462,l36,X1,c4,69047,13.85,True,NOTINVOLVED_PURCHASE
528618,l41,X2,c5,73771,21.46,True,NOTINVOLVED_PURCHASE
535228,l34,X4,c3,90988,4.49,True,NOTINVOLVED_PURCHASE
539464,l79,X0,c4,114745,6.9,True,NOTINVOLVED_PURCHASE
551321,l10,X3,c1,100063,2.15,True,NOTINVOLVED_PURCHASE
