timestamp,investor,amount,traced,eventType
303901,F102,644519.3,True,NOTINVOLVED_INVESTMENT
304216,F57,610902.13,True,NOTINVOLVED_INVESTMENT
305466,F80,599065.67,True,NOTINVOLVED_INVESTMENT
314357,F95,641448.46,True,NOTINVOLVED_INVESTMENT
323888,F131,628868.08,True,NOTINVOLVED_INVESTMENT
325142,F61,642382.39,True,NOTINVOLVED_INVESTMENT
325362,F22,566405.15,True,NOTINVOLVED_INVESTMENT
340310,F19,574798.95,True,NOTINVOLVED_INVESTMENT
341462,F9,612438.54,True,NOTINVOLVED_INVESTMENT
342379,F97,599353.48,True,NOTINVOLVED_INVESTMENT
346404,F155,569233.44,True,NOTINVOLVED_INVESTMENT
346951,F83,640467.37,True,NOTINVOLVED_INVESTMENT
348112,F60,623048.43,True,NOTINVOLVED_INVESTMENT
349539,F68,637985.62,True,NOTINVOLVED_INVESTMENT
364282,F52,650152.74,True,NOTINVOLVED_INVESTMENT
369365,F127,598013.28,True,NOTINVOLVED_INVESTMENT
377590,F11,593383.65,True,NOTINVOLVED_INVESTMENT
378300,F24,602236.9,True,NOTINVOLVED_INVESTMENT
381208,F3,618496.74,True,NOTINVOLVED_INVESTMENT
381807,F124,569305.15,True,NOTINVOLVED_INVESTMENT
384279,F113,643958.2,True,NOTINVOLVED_INVESTMENT
385912,F48,620625.74,True,NOTINVOLVED_INVESTMENT
387349,F137,585324.23,True,NOTINVOLVED_INVESTMENT
395535,F16,549473.81,True,NOTINVOLVED_INVESTMENT
401096,F65,615572.11,True,NOTINVOLVED_INVESTMENT
402248,F89,621801.56,True,NOTINVOLVED_INVESTMENT
421299,F142,603186.55,True,NOTINVOLVED_INVESTMENT
426021,F146,650188.71,True,NOTINVOLVED_INVESTMENT
427006,F55,631512.93,True,NOTINVOLVED_INVESTMENT
430773,F63,582879.28,True,NOTINVOLVED_INVESTMENT
433489,F4,648830.71,True,NOTINVOLVED_INVESTMENT
434181,F18,648175.55,True,NOTINVOLVED_INVESTMENT
440009,F67,642218.01,True,NOTINVOLVED_INVESTMENT
