timestamp,investor,amount,traced,eventType
307173,F2,598181.79,True,NOTINVOLVED_INVESTMENT
310993,F3,591036.52,True,NOTINVOLVED_INVESTMENT
468282,F0,588873.14,True,NOTINVOLVED_INVESTMENT
551515,F1,567319.29,True,NOTINVOLVED_INVESTMENT
644872,F4,620949.51,True,NOTINVOLVED_INVESTMENT
832884,F5,605721.68,True,NOTINVOLVED_INVESTMENT
2552845,F2,632702.17,True,NOTINVOLVED_INVESTMENT
2729467,F4,554929.68,True,NOTINVOLVED_INVESTMENT
3337921,F1,658518.99,True,NOTINVOLVED_INVESTMENT
3389816,F0,582300.03,True,NOTINVOLVED_INVESTMENT
3568964,F3,604639.22,True,NOTINVOLVED_INVESTMENT
3857366,F5,553071.37,True,NOTINVOLVED_INVESTMENT
4839290,F2,583446.21,True,NOTINVOLVED_INVESTMENT
5554964,F4,585025.55,True,NOTINVOLVED_INVESTMENT
6008196,F3,580693.14,True,NOTINVOLVED_INVESTMENT
6074688,F5,554437.68,True,NOTINVOLVED_INVESTMENT
6367987,F0,542334.77,True,NOTINVOLVED_INVESTMENT
6442744,F1,601147.11,True,NOTINVOLVED_INVESTMENT
6819860,F2,555059.08,True,NOTINVOLVED_INVESTMENT
8450352,f3,725796.42,True,SHADOW_INVESTMENT
8594317,F5,598793.1,True,NOTINVOLVED_INVESTMENT
8686988,F4,627394.17,True,NOTINVOLVED_INVESTMENT
8812409,F2,591477.21,True,NOTINVOLVED_INVESTMENT
9030690,F3,599728.69,True,NOTINVOLVED_INVESTMENT
9358407,F0,574399.7,True,NOTINVOLVED_INVESTMENT
9471738,F1,599357.57,True,NOTINVOLVED_INVESTMENT
10843279,F5,552373.47,True,NOTINVOLVED_INVESTMENT
11093052,f5,516170.95,True,SHADOW_INVESTMENT
11510158,F2,610330.21,True,NOTINVOLVED_INVESTMENT
11632744,F4,550955.99,True,NOTINVOLVED_INVESTMENT
11819296,F3,594118.79,True,NOTINVOLVED_INVESTMENT
12428778,F1,646119.79,True,NOTINVOLVED_INVESTMENT
12726332,F0,565220.96,True,NOTINVOLVED_INVESTMENT
13860649,f5,876458.26,True,SHADOW_INVESTMENT
14043090,F5,646376.17,True,NOTINVOLVED_INVESTMENT
14306862,F2,569838.97,True,NOTINVOLVED_INVESTMENT
14471253,F1,562943.06,True,NOTINVOLVED_INVESTMENT
14606327,F3,542198.38,True,NOTINVOLVED_INVESTMENT
14866601,F4,656046.16,True,NOTINVOLVED_INVESTMENT
15178861,F0,643010.52,True,NOTINVOLVED_INVESTMENT
16483786,f4,1187042.62,True,SHADOW_INVESTMENT
16690680,F1,572848.26,True,NOTINVOLVED_INVESTMENT
16710601,F4,580664.93,True,NOTINVOLVED_INVESTMENT
16819248,F5,583376.4,True,NOTINVOLVED_INVESTMENT
17137879,F2,571759.45,True,NOTINVOLVED_INVESTMENT
17222336,F3,634044.89,True,NOTINVOLVED_INVESTMENT
18157745,F0,643550.4,True,NOTINVOLVED_INVESTMENT
18695044,F1,552783.58,True,NOTINVOLVED_INVESTMENT
18859986,f5,995871.04,True,SHADOW_INVESTMENT
18902168,F4,613503.46,True,NOTINVOLVED_INVESTMENT
19122511,F3,579617.59,True,NOTINVOLVED_INVESTMENT
19930898,F5,543994.26,True,NOTINVOLVED_INVESTMENT
20070387,F2,603436.2,True,NOTINVOLVED_INVESTMENT
20935562,F0,558531.94,True,NOTINVOLVED_INVESTMENT
21231123,F1,599883.83,True,NOTINVOLVED_INVESTMENT
21446220,F3,569934.62,True,NOTINVOLVED_INVESTMENT
22185228,f0,1012221.08,True,SHADOW_INVESTMENT
22214824,F4,548268.92,True,NOTINVOLVED_INVESTMENT
22599201,F5,560155.21,True,NOTINVOLVED_INVESTMENT
23143022,F2,655379.49,True,NOTINVOLVED_INVESTMENT
23658225,F1,557931.92,True,NOTINVOLVED_INVESTMENT
23759541,F0,645818.66,True,NOTINVOLVED_INVESTMENT
24519768,F5,563076.69,True,NOTINVOLVED_INVESTMENT
24573630,F3,594312.17,True,NOTINVOLVED_INVESTMENT
25438212,F2,541793.18,True,NOTINVOLVED_INVESTMENT
25464716,F4,587904.35,True,NOTINVOLVED_INVESTMENT
26194770,F0,593204.46,True,NOTINVOLVED_INVESTMENT
26851640,F1,574399.07,True,NOTINVOLVED_INVESTMENT
26928639,F5,595591.49,True,NOTINVOLVED_INVESTMENT
26982448,f5,1110738.32,True,SHADOW_INVESTMENT
27358483,f2,772576.44,True,SHADOW_INVESTMENT
27759948,F4,560124.66,True,NOTINVOLVED_INVESTMENT
27769034,F3,605080.12,True,NOTINVOLVED_INVESTMENT
28604771,F2,624686.24,True,NOTINVOLVED_INVESTMENT
28806176,F0,620996.67,True,NOTINVOLVED_INVESTMENT
29016673,F1,562876.02,True,NOTINVOLVED_INVESTMENT
29782338,F4,611033.98,True,NOTINVOLVED_INVESTMENT
29901632,f4,867836.72,True,SHADOW_INVESTMENT
30183181,f5,1521696.6,True,SHADOW_INVESTMENT
30231055,F5,574174.19,True,NOTINVOLVED_INVESTMENT
30381017,F3,646792.37,True,NOTINVOLVED_INVESTMENT
30751599,F2,542765.2,True,NOTINVOLVED_INVESTMENT
30804214,F0,587085.14,True,NOTINVOLVED_INVESTMENT
31199002,F1,577199.22,True,NOTINVOLVED_INVESTMENT
31476006,f4,708324.58,True,SHADOW_INVESTMENT
32231035,F3,619816.79,True,NOTINVOLVED_INVESTMENT
32498556,F4,646354.08,True,NOTINVOLVED_INVESTMENT
33290582,F5,648638.01,True,NOTINVOLVED_INVESTMENT
33367897,F1,564009.3,True,NOTINVOLVED_INVESTMENT
33691619,F2,611045.48,True,NOTINVOLVED_INVESTMENT
33965287,F0,647154.02,True,NOTINVOLVED_INVESTMENT
34240058,F3,612641.64,True,NOTINVOLVED_INVESTMENT
35601866,F1,588486.31,True,NOTINVOLVED_INVESTMENT
35722610,F4,561187.39,True,NOTINVOLVED_INVESTMENT
36124296,F5,567046.56,True,NOTINVOLVED_INVESTMENT
36207449,F2,568854.03,True,NOTINVOLVED_INVESTMENT
36303945,F0,659926.07,True,NOTINVOLVED_INVESTMENT
36912503,F3,654991.15,True,NOTINVOLVED_INVESTMENT
37430627,f4,2295171.17,True,SHADOW_INVESTMENT
37854662,f3,954070.52,True,SHADOW_INVESTMENT
38020700,F4,602813.84,True,NOTINVOLVED_INVESTMENT
38689294,F0,610750.58,True,NOTINVOLVED_INVESTMENT
38733739,F1,545631.97,True,NOTINVOLVED_INVESTMENT
39210166,F5,606543.16,True,NOTINVOLVED_INVESTMENT
39231491,F3,598419.46,True,NOTINVOLVED_INVESTMENT
39517741,F2,541001.4,True,NOTINVOLVED_INVESTMENT
40719008,f4,1009713.4,True,SHADOW_INVESTMENT
40790263,F0,588524.31,True,NOTINVOLVED_INVESTMENT
40821982,f5,764292.72,True,SHADOW_INVESTMENT
40877755,F1,551270.25,True,NOTINVOLVED_INVESTMENT
41090547,F4,603305.26,True,NOTINVOLVED_INVESTMENT
41431149,F3,585473.55,True,NOTINVOLVED_INVESTMENT
42440533,F2,611002.14,True,NOTINVOLVED_INVESTMENT
42470647,F5,640775.25,True,NOTINVOLVED_INVESTMENT
42954375,F0,573025.44,True,NOTINVOLVED_INVESTMENT
43387545,F4,553292.41,True,NOTINVOLVED_INVESTMENT
43982256,F1,644474.69,True,NOTINVOLVED_INVESTMENT
44606847,F2,569068.91,True,NOTINVOLVED_INVESTMENT
44665159,F3,648682.44,True,NOTINVOLVED_INVESTMENT
44956616,F0,572227.82,True,NOTINVOLVED_INVESTMENT
45475308,F5,590015.09,True,NOTINVOLVED_INVESTMENT
45761781,F4,657008.04,True,NOTINVOLVED_INVESTMENT
47246625,F2,617484.95,True,NOTINVOLVED_INVESTMENT
47290331,F1,572074.58,True,NOTINVOLVED_INVESTMENT
47351726,F3,628477.3,True,NOTINVOLVED_INVESTMENT
47474920,F0,659417.84,True,NOTINVOLVED_INVESTMENT
47815561,F5,626939.24,True,NOTINVOLVED_INVESTMENT
47992237,f5,869579.67,True,SHADOW_INVESTMENT
48298868,F4,624006.17,True,NOTINVOLVED_INVESTMENT
49805121,F5,613828.58,True,NOTINVOLVED_INVESTMENT
50117335,F3,606169.97,True,NOTINVOLVED_INVESTMENT
50203209,F0,622082.59,True,NOTINVOLVED_INVESTMENT
50329694,F2,574033.74,True,NOTINVOLVED_INVESTMENT
50629203,F1,556403.56,True,NOTINVOLVED_INVESTMENT
51102685,F4,549522.22,True,NOTINVOLVED_INVESTMENT
51164430,f2,838275.02,True,SHADOW_INVESTMENT
51833984,F5,576183.21,True,NOTINVOLVED_INVESTMENT
52376302,f4,770930.37,True,SHADOW_INVESTMENT
52418271,F2,603880.37,True,NOTINVOLVED_INVESTMENT
52520150,F1,552835.08,True,NOTINVOLVED_INVESTMENT
52748137,F3,650181.13,True,NOTINVOLVED_INVESTMENT
53023405,F0,656002.09,True,NOTINVOLVED_INVESTMENT
53176113,F4,646694.62,True,NOTINVOLVED_INVESTMENT
54557542,F5,632190.75,True,NOTINVOLVED_INVESTMENT
54795506,F1,590539.53,True,NOTINVOLVED_INVESTMENT
54948766,F0,595039.91,True,NOTINVOLVED_INVESTMENT
55328977,F4,624665.27,True,NOTINVOLVED_INVESTMENT
55759445,F2,603833.98,True,NOTINVOLVED_INVESTMENT
56129859,F3,609254.22,True,NOTINVOLVED_INVESTMENT
56621511,F5,570010.59,True,NOTINVOLVED_INVESTMENT
56716549,F1,559582.74,True,NOTINVOLVED_INVESTMENT
57836851,F2,566462.99,True,NOTINVOLVED_INVESTMENT
58131225,F0,633069.29,True,NOTINVOLVED_INVESTMENT
58163394,F3,545998.95,True,NOTINVOLVED_INVESTMENT
58194931,F4,629121.87,True,NOTINVOLVED_INVESTMENT
58598169,F5,614114.83,True,NOTINVOLVED_INVESTMENT
58782700,F1,646814.59,True,NOTINVOLVED_INVESTMENT
58866495,f1,705404.47,True,SHADOW_INVESTMENT
59830611,F2,600696.69,True,NOTINVOLVED_INVESTMENT
60603845,F5,636335.9,True,NOTINVOLVED_INVESTMENT
61086906,F3,603843.6,True,NOTINVOLVED_INVESTMENT
61408376,F4,622510.96,True,NOTINVOLVED_INVESTMENT
61469078,F0,575665.75,True,NOTINVOLVED_INVESTMENT
61809536,F1,637863.73,True,NOTINVOLVED_INVESTMENT
62570207,F2,575679.6,True,NOTINVOLVED_INVESTMENT
