timestamp,buyer,seller,component,qty,price,traced,eventType
312848,A3,X2,c1,31839,2.41,True,NORMAL_PURCHASE
323615,l3,X6,c2,90933,12.35,True,NOTINVOLVED_PURCHASE
338858,l2,X2,c3,81567,4.75,True,NOTINVOLVED_PURCHASE
380543,A0,a1,c4,34384,13.61,True,SHADOW_PURCHASE1
414795,l1,X3,c5,35329,12.65,True,NOTINVOLVED_PURCHASE
428712,A1,X4,c5,111658,9.98,True,NORMAL_PURCHASE
440719,A2,X5,c3,33054,3.29,True,NORMAL_PURCHASE
509580,A4,X4,c4,73259,14.86,True,NORMAL_PURCHASE
526229,A6,X1,c1,107307,2.94,True,NORMAL_PURCHASE
614459,l4,X5,c1,55238,3.73,True,NOTINVOLVED_PURCHASE
636495,a1,x5,c4,34384,13.0,False,SHADOW_PURCHASE2
661091,l5,X1,c4,102336,10.18,True,NOTINVOLVED_PURCHASE
775739,A5,a0,c3,47199,5.9,True,SHADOW_PURCHASE1
799488,l0,X6,c4,41400,5.66,True,NOTINVOLVED_PURCHASE
874395,x5,X4,c4,34384,11.34,True,SHADOW_PURCHASE3
1034768,a0,x4,c3,47199,5.12,False,SHADOW_PURCHASE2
1287799,x4,X0,c3,47199,3.98,True,SHADOW_PURCHASE3
2834796,A1,a4,c3,56342,3.8,True,SHADOW_PURCHASE1
2860737,A3,a1,c3,104874,3.07,True,SHADOW_PURCHASE1
3026412,l3,X6,c2,64799,7.7,True,NOTINVOLVED_PURCHASE
3070424,A0,a4,c3,81024,2.9,True,SHADOW_PURCHASE1
3100157,a4,x4,c3,56342,3.34,False,SHADOW_PURCHASE2
3124221,a1,x0,c3,104874,3.0,False,SHADOW_PURCHASE2
3135170,l1,X2,c3,33940,2.69,True,NOTINVOLVED_PURCHASE
3147464,l2,X2,c1,42527,3.33,True,NOTINVOLVED_PURCHASE
3175984,l5,X0,c6,43718,7.47,True,NOTINVOLVED_PURCHASE
3182007,A6,a3,c5,52091,6.68,True,SHADOW_PURCHASE1
3182567,A2,X6,c2,42354,8.24,True,NORMAL_PURCHASE
3272668,A4,a1,c1,81200,2.34,True,SHADOW_PURCHASE1
3319823,a4,x3,c3,81024,2.59,False,SHADOW_PURCHASE2
3366548,x4,X2,c3,56342,2.31,True,SHADOW_PURCHASE3
3381110,l4,X2,c3,65144,4.83,True,NOTINVOLVED_PURCHASE
3407238,x0,X5,c3,104874,2.84,True,SHADOW_PURCHASE3
3419550,A5,a5,c3,75374,5.02,True,SHADOW_PURCHASE1
3447394,a3,x3,c5,52091,4.2,False,SHADOW_PURCHASE2
3519984,a1,x5,c1,81200,2.23,False,SHADOW_PURCHASE2
3568583,x3,X5,c3,81024,1.22,True,SHADOW_PURCHASE3
3662151,a5,x5,c3,75374,4.01,False,SHADOW_PURCHASE2
3680726,l0,X1,c2,51202,11.91,True,NOTINVOLVED_PURCHASE
3728802,x3,X4,c5,52091,3.6,True,SHADOW_PURCHASE3
3800404,x5,X5,c1,81200,1.67,True,SHADOW_PURCHASE3
3914796,x5,X5,c3,75374,3.14,True,SHADOW_PURCHASE3
5477202,A1,a2,c5,31652,23.3,True,SHADOW_PURCHASE1
5532664,A3,X0,c5,117835,25.66,True,NORMAL_PURCHASE
5552389,A0,a5,c5,77126,8.75,True,SHADOW_PURCHASE1
5555137,l2,X5,c3,30099,3.66,True,NOTINVOLVED_PURCHASE
5637562,l1,X0,c3,40804,3.43,True,NOTINVOLVED_PURCHASE
5697818,A4,X4,c4,106280,11.54,True,NORMAL_PURCHASE
5753454,a2,x5,c5,31652,23.03,False,SHADOW_PURCHASE2
5788020,l5,X1,c2,96991,5.72,True,NOTINVOLVED_PURCHASE
5799017,l4,X2,c3,64205,2.68,True,NOTINVOLVED_PURCHASE
5799964,a5,x0,c5,77126,8.33,False,SHADOW_PURCHASE2
5802629,A2,X1,c1,54370,2.22,True,NORMAL_PURCHASE
5904623,l3,X6,c2,63435,4.87,True,NOTINVOLVED_PURCHASE
5971751,A6,X4,c4,54477,13.83,True,NORMAL_PURCHASE
6020329,x5,X4,c5,31652,21.99,True,SHADOW_PURCHASE3
6062566,x0,X3,c5,77126,5.15,True,SHADOW_PURCHASE3
6088884,A5,a5,c2,104994,7.52,True,SHADOW_PURCHASE1
6217384,l0,X4,c5,109533,27.2,True,NOTINVOLVED_PURCHASE
6369906,a5,x3,c2,104994,3.59,False,SHADOW_PURCHASE2
6639680,x3,X6,c2,104994,2.96,True,SHADOW_PURCHASE3
8175674,l4,X1,c2,68081,7.65,True,NOTINVOLVED_PURCHASE
8184037,l1,X2,c1,59818,2.99,True,NOTINVOLVED_PURCHASE
8226875,A1,X4,c5,100835,8.74,True,NORMAL_PURCHASE
8241033,l2,X1,c1,36407,2.47,True,NOTINVOLVED_PURCHASE
8324313,A0,a1,c5,68592,10.0,True,SHADOW_PURCHASE1
