timestamp,investor,amount,traced,eventType
345131,F13,601658.55,True,NOTINVOLVED_INVESTMENT
358307,F8,622520.94,True,NOTINVOLVED_INVESTMENT
434944,F1,585037.21,True,NOTINVOLVED_INVESTMENT
513323,F12,598509.69,True,NOTINVOLVED_INVESTMENT
552984,F5,561213.58,True,NOTINVOLVED_INVESTMENT
564417,F6,554509.62,True,NOTINVOLVED_INVESTMENT
593166,F2,603813.69,True,NOTINVOLVED_INVESTMENT
656818,F10,583940.29,True,NOTINVOLVED_INVESTMENT
747663,F7,598966.31,True,NOTINVOLVED_INVESTMENT
760361,F14,636121.99,True,NOTINVOLVED_INVESTMENT
800858,F9,568774.78,True,NOTINVOLVED_INVESTMENT
801258,F4,556324.53,True,NOTINVOLVED_INVESTMENT
836807,F0,560680.55,True,NOTINVOLVED_INVESTMENT
840283,F3,602104.34,True,NOTINVOLVED_INVESTMENT
882673,F11,558285.44,True,NOTINVOLVED_INVESTMENT
2359164,F13,621689.04,True,NOTINVOLVED_INVESTMENT
2580075,F10,581133.12,True,NOTINVOLVED_INVESTMENT
2630554,F2,554036.51,True,NOTINVOLVED_INVESTMENT
2686823,F7,590678.19,True,NOTINVOLVED_INVESTMENT
2737473,F6,554787.37,True,NOTINVOLVED_INVESTMENT
3092727,F12,580974.31,True,NOTINVOLVED_INVESTMENT
3125962,F8,609865.63,True,NOTINVOLVED_INVESTMENT
3241377,F5,579085.92,True,NOTINVOLVED_INVESTMENT
3401339,F0,626894.81,True,NOTINVOLVED_INVESTMENT
3567587,F4,618468.86,True,NOTINVOLVED_INVESTMENT
3606674,F3,620281.39,True,NOTINVOLVED_INVESTMENT
3636334,F9,598907.13,True,NOTINVOLVED_INVESTMENT
3716877,F14,615400.2,True,NOTINVOLVED_INVESTMENT
3826137,F11,638044.84,True,NOTINVOLVED_INVESTMENT
3828241,F1,558650.88,True,NOTINVOLVED_INVESTMENT
4470343,F10,653276.24,True,NOTINVOLVED_INVESTMENT
5321596,F8,583146.72,True,NOTINVOLVED_INVESTMENT
5537827,F3,605526.62,True,NOTINVOLVED_INVESTMENT
5544210,F0,564067.05,True,NOTINVOLVED_INVESTMENT
5579363,F6,616347.68,True,NOTINVOLVED_INVESTMENT
5747846,F13,624170.86,True,NOTINVOLVED_INVESTMENT
5924118,F7,657071.51,True,NOTINVOLVED_INVESTMENT
5975608,F2,643516.13,True,NOTINVOLVED_INVESTMENT
6053585,F9,559313.46,True,NOTINVOLVED_INVESTMENT
6113454,F12,559362.4,True,NOTINVOLVED_INVESTMENT
6251620,F5,640292.14,True,NOTINVOLVED_INVESTMENT
6295734,F14,624160.14,True,NOTINVOLVED_INVESTMENT
6710784,F11,554265.21,True,NOTINVOLVED_INVESTMENT
6809814,F4,554785.5,True,NOTINVOLVED_INVESTMENT
7054332,F1,574379.16,True,NOTINVOLVED_INVESTMENT
7344979,F8,641975.62,True,NOTINVOLVED_INVESTMENT
7731581,F10,549430.06,True,NOTINVOLVED_INVESTMENT
8008127,F0,635285.99,True,NOTINVOLVED_INVESTMENT
8097864,F2,630856.85,True,NOTINVOLVED_INVESTMENT
8263859,F5,617952.43,True,NOTINVOLVED_INVESTMENT
8327002,F12,589883.1,True,NOTINVOLVED_INVESTMENT
