timestamp,buyer,seller,component,qty,price,traced,eventType
303793,A5,X2,c6,113076,5.04,True,NORMAL_PURCHASE
362349,l10,X4,c3,94246,3.05,True,NOTINVOLVED_PURCHASE
374947,A2,X3,c4,82166,6.4,True,NORMAL_PURCHASE
381971,A7,X2,c6,113565,9.42,True,NORMAL_PURCHASE
403310,l0,X4,c3,46588,5.11,True,NOTINVOLVED_PURCHASE
439263,l6,X0,c3,52989,5.61,True,NOTINVOLVED_PURCHASE
443244,A4,X3,c6,116688,5.53,True,NORMAL_PURCHASE
529532,l11,X2,c6,37172,9.41,True,NOTINVOLVED_PURCHASE
557969,l1,X0,c1,54815,2.6,True,NOTINVOLVED_PURCHASE
564316,l5,X2,c6,48824,2.88,True,NOTINVOLVED_PURCHASE
564610,l12,X0,c3,93819,5.93,True,NOTINVOLVED_PURCHASE
579208,l8,X3,c6,93286,6.02,True,NOTINVOLVED_PURCHASE
608283,l9,X4,c4,45770,7.98,True,NOTINVOLVED_PURCHASE
622097,A6,X6,c2,116051,7.13,True,NORMAL_PURCHASE
641585,A0,X1,c6,45672,8.42,True,NORMAL_PURCHASE
647789,l14,X1,c1,60203,1.99,True,NOTINVOLVED_PURCHASE
652257,l4,X6,c2,98567,4.87,True,NOTINVOLVED_PURCHASE
652521,A3,X5,c3,100244,5.13,True,NORMAL_PURCHASE2
653017,l3,X3,c6,32206,3.2,True,NOTINVOLVED_PURCHASE
673160,l13,X3,c6,54811,8.32,True,NOTINVOLVED_PURCHASE
688649,l2,X6,c3,106484,5.74,True,NOTINVOLVED_PURCHASE
762290,A1,X0,c3,60809,5.25,True,NORMAL_PURCHASE2
807869,l7,X6,c2,99745,8.63,True,NOTINVOLVED_PURCHASE
2717314,A5,X3,c6,85970,7.4,True,NORMAL_PURCHASE
2851327,l10,X2,c6,79050,8.27,True,NOTINVOLVED_PURCHASE
2941003,A4,X0,c1,42650,2.76,True,NORMAL_PURCHASE
2960110,A7,X6,c3,96984,4.04,True,NORMAL_PURCHASE
2969949,l6,X3,c4,33382,12.63,True,NOTINVOLVED_PURCHASE
2985371,l8,X0,c5,87804,12.89,True,NOTINVOLVED_PURCHASE
3002882,l12,X3,c6,68318,2.79,True,NOTINVOLVED_PURCHASE
3077331,l5,X3,c6,103518,3.51,True,NOTINVOLVED_PURCHASE
3096249,l0,X6,c2,109189,10.11,True,NOTINVOLVED_PURCHASE
3153498,l11,X0,c5,105808,10.16,True,NOTINVOLVED_PURCHASE
3164225,A3,X1,c6,49276,7.33,True,NORMAL_PURCHASE
3173508,A2,X1,c1,111646,2.76,True,NORMAL_PURCHASE2
3174544,l13,X0,c1,46203,2.67,True,NOTINVOLVED_PURCHASE
3236942,l14,X1,c6,44431,8.81,True,NOTINVOLVED_PURCHASE
3253897,A1,X4,c3,60230,4.32,True,NORMAL_PURCHASE
3254686,l3,X4,c5,83735,7.8,True,NOTINVOLVED_PURCHASE
3261990,A6,X3,c4,74162,10.82,True,NORMAL_PURCHASE
3311686,l7,X5,c2,66996,6.13,True,NOTINVOLVED_PURCHASE
3317416,A0,X3,c4,76721,9.37,True,NORMAL_PURCHASE
3333868,l2,X1,c4,59028,11.39,True,NOTINVOLVED_PURCHASE
3361128,l4,X0,c5,67902,27.33,True,NOTINVOLVED_PURCHASE
3369253,l1,X4,c4,116397,11.99,True,NOTINVOLVED_PURCHASE
3457378,l9,X1,c6,54119,9.25,True,NOTINVOLVED_PURCHASE
5352886,l10,X2,c6,99471,4.63,True,NOTINVOLVED_PURCHASE
5445677,A5,X3,c6,54579,6.67,True,NORMAL_PURCHASE
5628053,l6,X2,c4,96018,11.85,True,NOTINVOLVED_PURCHASE
5630829,A4,X6,c6,72965,5.15,True,NORMAL_PURCHASE
5661397,l5,X6,c3,51449,2.89,True,NOTINVOLVED_PURCHASE
5680739,l12,X2,c1,36070,2.45,True,NOTINVOLVED_PURCHASE
5780761,l4,X0,c3,43630,4.8,True,NOTINVOLVED_PURCHASE
5781777,l8,X0,c3,76285,4.81,True,NOTINVOLVED_PURCHASE
5802727,A7,X3,c4,56130,10.05,True,NORMAL_PURCHASE
5804093,A2,X1,c1,76322,2.82,True,NORMAL_PURCHASE
5804162,l7,X6,c3,82434,4.03,True,NOTINVOLVED_PURCHASE
5830475,l2,X6,c6,57816,8.09,True,NOTINVOLVED_PURCHASE
5833052,l13,X3,c6,30819,5.73,True,NOTINVOLVED_PURCHASE
5833157,A1,X1,c4,113269,10.75,True,NORMAL_PURCHASE
5834294,l11,X0,c3,90058,5.94,True,NOTINVOLVED_PURCHASE
5871965,l14,X3,c4,99518,5.85,True,NOTINVOLVED_PURCHASE
5901201,l0,X2,c1,40156,3.64,True,NOTINVOLVED_PURCHASE
5950842,l1,X0,c5,99072,11.75,True,NOTINVOLVED_PURCHASE
5983838,A6,X0,c1,53484,3.58,True,NORMAL_PURCHASE
6009770,A3,X3,c4,92716,9.58,True,NORMAL_PURCHASE
6012298,A0,X5,c3,77424,3.46,True,NORMAL_PURCHASE
6065226,l9,X4,c4,34071,8.51,True,NOTINVOLVED_PURCHASE
6120640,l3,X4,c4,56711,8.7,True,NOTINVOLVED_PURCHASE
7967480,A5,X1,c6,77976,3.62,True,NORMAL_PURCHASE
8025746,l6,X6,c6,97207,9.31,True,NOTINVOLVED_PURCHASE
8208664,l7,X6,c6,82554,6.59,True,NOTINVOLVED_PURCHASE
8209465,l12,X0,c3,100590,5.72,True,NOTINVOLVED_PURCHASE
8227906,l5,X2,c1,65883,3.29,True,NOTINVOLVED_PURCHASE
8235364,A4,X6,c3,55027,3.71,True,NORMAL_PURCHASE
8238473,l10,X0,c3,115064,2.82,True,NOTINVOLVED_PURCHASE
8339792,A1,X1,c6,115315,2.77,True,NORMAL_PURCHASE
8357990,l11,X0,c5,62190,25.73,True,NOTINVOLVED_PURCHASE
8438901,l4,X0,c5,92741,20.84,True,NOTINVOLVED_PURCHASE
8444486,A7,X3,c6,48697,4.33,True,NORMAL_PURCHASE
8544192,l3,X4,c3,117943,3.81,True,NOTINVOLVED_PURCHASE
8568830,l2,X2,c1,79697,2.31,True,NOTINVOLVED_PURCHASE
8597464,A0,a3,c6,112679,7.53,True,SHADOW_PURCHASE1
8621511,l1,X1,c1,80652,2.31,True,NOTINVOLVED_PURCHASE
8626050,l9,X2,c1,80464,2.24,True,NOTINVOLVED_PURCHASE
8627240,l8,X3,c6,45739,6.56,True,NOTINVOLVED_PURCHASE
8646551,A2,X0,c5,63341,8.58,True,NORMAL_PURCHASE
8646589,A3,X5,c1,56386,2.72,True,NORMAL_PURCHASE2
8650543,l14,X1,c4,88843,15.51,True,NOTINVOLVED_PURCHASE
8672099,l0,X6,c6,55745,4.64,True,NOTINVOLVED_PURCHASE
8692793,l13,X2,c1,36986,3.17,True,NOTINVOLVED_PURCHASE
8731173,A6,X2,c4,55731,8.26,True,NORMAL_PURCHASE
8861945,a3,x4,c6,112679,6.42,False,SHADOW_PURCHASE2
9141943,x4,X6,c6,112679,5.6,True,SHADOW_PURCHASE3
10452886,A5,X1,c1,55007,3.01,True,NORMAL_PURCHASE
10524916,l6,X2,c1,36568,3.15,True,NOTINVOLVED_PURCHASE
10731056,l5,X1,c4,35786,14.01,True,NOTINVOLVED_PURCHASE
10799083,A4,X3,c4,94760,6.74,True,NORMAL_PURCHASE
10837350,l11,X4,c5,64983,18.99,True,NOTINVOLVED_PURCHASE
10862042,l4,X0,c1,89694,2.63,True,NOTINVOLVED_PURCHASE
10936468,l2,X6,c6,39342,9.56,True,NOTINVOLVED_PURCHASE
10982995,l10,X0,c5,98916,25.31,True,NOTINVOLVED_PURCHASE
11021974,A0,X3,c6,87799,9.56,True,NORMAL_PURCHASE
11024284,A7,X6,c2,56774,5.3,True,NORMAL_PURCHASE
11042723,A3,X3,c4,105837,5.07,True,NORMAL_PURCHASE2
11054129,l7,X2,c4,60463,5.19,True,NOTINVOLVED_PURCHASE
11079425,l12,X2,c4,105575,16.12,True,NOTINVOLVED_PURCHASE
11107232,A2,a1,c3,100071,5.85,True,SHADOW_PURCHASE1
11117277,A1,X2,c1,44202,3.75,True,NORMAL_PURCHASE
11149050,l3,X3,c4,60585,16.35,True,NOTINVOLVED_PURCHASE
11237809,l9,X2,c1,74175,2.39,True,NOTINVOLVED_PURCHASE
11264670,l14,X2,c1,97110,2.56,True,NOTINVOLVED_PURCHASE
11343851,a1,x5,c3,100071,4.28,False,SHADOW_PURCHASE2
11379092,l1,X2,c1,83042,2.46,True,NOTINVOLVED_PURCHASE
11432969,l0,X2,c1,89672,3.57,True,NOTINVOLVED_PURCHASE
11509677,l8,X2,c1,75133,3.77,True,NOTINVOLVED_PURCHASE
11516803,l13,X4,c3,61167,3.62,True,NOTINVOLVED_PURCHASE
11521241,A6,X3,c4,99598,12.96,True,NORMAL_PURCHASE
11580026,x5,X0,c3,100071,3.7,True,SHADOW_PURCHASE3
13010467,A5,X3,c6,97240,9.04,True,NORMAL_PURCHASE
13228880,l6,X2,c4,58681,5.37,True,NOTINVOLVED_PURCHASE
13250575,l11,X0,c3,104304,2.47,True,NOTINVOLVED_PURCHASE
13261807,l5,X2,c1,115106,2.86,True,NOTINVOLVED_PURCHASE
13277394,A4,X0,c5,32720,12.24,True,NORMAL_PURCHASE2
13352441,l10,X1,c1,84592,3.64,True,NOTINVOLVED_PURCHASE
