timestamp,buyer,seller,component,qty,price,traced,eventType
366062,l11,X5,c3,87591,4.22,True,NOTINVOLVED_PURCHASE
384918,l6,X2,c1,115664,2.39,True,NOTINVOLVED_PURCHASE
402662,A3,X1,c5,115416,8.83,True,NORMAL_PURCHASE
482018,A7,X3,c1,111008,2.61,True,NORMAL_PURCHASE
488048,A2,X5,c1,110055,3.42,True,NORMAL_PURCHASE
523731,l9,X0,c1,43773,2.14,True,NOTINVOLVED_PURCHASE
531734,l15,X0,c1,61841,2.82,True,NOTINVOLVED_PURCHASE
542176,l17,X4,c3,99702,2.16,True,NOTINVOLVED_PURCHASE
544637,A1,X6,c6,45061,9.36,True,NORMAL_PURCHASE
566417,l8,X0,c6,94588,7.23,True,NOTINVOLVED_PURCHASE
595515,A4,a3,c1,78744,3.25,True,SHADOW_PURCHASE1
608616,l18,X3,c5,90737,6.46,True,NOTINVOLVED_PURCHASE
608757,l12,X6,c6,59295,6.03,True,NOTINVOLVED_PURCHASE
610970,A6,X5,c3,119777,2.39,True,NORMAL_PURCHASE
614793,l3,X1,c1,98495,2.22,True,NOTINVOLVED_PURCHASE
619320,l0,X6,c6,104014,8.88,True,NOTINVOLVED_PURCHASE
619551,l16,X0,c5,62623,23.52,True,NOTINVOLVED_PURCHASE
629906,l2,X3,c2,60312,3.51,True,NOTINVOLVED_PURCHASE
660892,l13,X1,c5,119856,21.48,True,NOTINVOLVED_PURCHASE
676000,A5,a1,c2,106052,4.56,True,SHADOW_PURCHASE1
684985,l19,X6,c1,79229,3.25,True,NOTINVOLVED_PURCHASE
685294,l7,X3,c1,51406,2.25,True,NOTINVOLVED_PURCHASE
703166,l14,X3,c2,53637,3.64,True,NOTINVOLVED_PURCHASE
741079,A0,X0,c5,93219,13.38,True,NORMAL_PURCHASE
742509,l1,X3,c2,102696,3.59,True,NOTINVOLVED_PURCHASE
799480,l5,X3,c2,99407,12.89,True,NOTINVOLVED_PURCHASE
866366,a3,x3,c1,78744,2.91,False,SHADOW_PURCHASE2
883849,l4,X5,c6,59921,8.75,True,NOTINVOLVED_PURCHASE
887577,l10,X5,c1,64694,3.68,True,NOTINVOLVED_PURCHASE
932182,a1,x4,c2,106052,3.79,False,SHADOW_PURCHASE2
1144277,x3,X3,c1,78744,1.02,True,SHADOW_PURCHASE3
1199546,x4,X3,c2,106052,2.64,True,SHADOW_PURCHASE3
2818702,l11,X2,c1,84001,3.02,True,NOTINVOLVED_PURCHASE
2847022,A3,X3,c5,55894,19.24,True,NORMAL_PURCHASE
2922797,l9,X4,c4,66015,15.97,True,NOTINVOLVED_PURCHASE
2926304,A2,a0,c5,55328,25.43,True,SHADOW_PURCHASE1
2935237,l15,X6,c1,43550,2.12,True,NOTINVOLVED_PURCHASE
2974150,l17,X5,c1,62695,2.91,True,NOTINVOLVED_PURCHASE
3063063,A5,a1,c6,89624,7.48,True,SHADOW_PURCHASE1
3078940,A4,X5,c1,95002,1.99,True,NORMAL_PURCHASE
3095442,l7,X6,c1,36771,3.42,True,NOTINVOLVED_PURCHASE
3131302,l13,X2,c4,70669,7.52,True,NOTINVOLVED_PURCHASE
3199569,a0,x4,c5,55328,9.53,False,SHADOW_PURCHASE2
3200187,l12,X6,c1,102393,2.1,True,NOTINVOLVED_PURCHASE
3214408,l19,X0,c2,110820,6.76,True,NOTINVOLVED_PURCHASE
3222909,l14,X4,c4,37621,12.07,True,NOTINVOLVED_PURCHASE
3256857,l1,X3,c1,77814,3.18,True,NOTINVOLVED_PURCHASE
3258702,l3,X3,c5,43167,19.69,True,NOTINVOLVED_PURCHASE
3272421,l6,X1,c5,105893,12.55,True,NOTINVOLVED_PURCHASE
3292817,l10,X3,c5,67852,27.83,True,NOTINVOLVED_PURCHASE
3308803,l16,X3,c1,93378,2.88,True,NOTINVOLVED_PURCHASE
3314782,A7,X5,c6,51543,7.76,True,NORMAL_PURCHASE
3316477,A1,X3,c2,117734,3.62,True,NORMAL_PURCHASE
3323777,A0,a2,c5,67225,26.61,True,SHADOW_PURCHASE1
3324878,a1,x4,c6,89624,3.52,False,SHADOW_PURCHASE2
3346149,l8,X0,c5,83141,14.23,True,NOTINVOLVED_PURCHASE
3363408,l2,X0,c5,74143,19.22,True,NOTINVOLVED_PURCHASE
3418696,l4,X0,c5,97712,6.58,True,NOTINVOLVED_PURCHASE
3432389,A6,a2,c4,30930,9.05,True,SHADOW_PURCHASE1
3446080,l18,X3,c1,42839,3.26,True,NOTINVOLVED_PURCHASE
3448300,l0,X1,c5,30301,10.78,True,NOTINVOLVED_PURCHASE
3477937,x4,X3,c5,55328,5.15,True,SHADOW_PURCHASE3
3564851,x4,X6,c6,89624,2.3,True,SHADOW_PURCHASE3
3596303,a2,x0,c5,67225,15.48,False,SHADOW_PURCHASE2
3599073,l5,X1,c4,97593,9.03,True,NOTINVOLVED_PURCHASE
3677957,a2,x4,c4,30930,6.46,False,SHADOW_PURCHASE2
3859950,x0,X2,c5,67225,9.55,True,SHADOW_PURCHASE3
3932083,x4,X1,c4,30930,3.85,True,SHADOW_PURCHASE3
5384314,A3,X1,c4,85466,6.53,True,NORMAL_PURCHASE
5486509,l9,X0,c1,50878,2.03,True,NOTINVOLVED_PURCHASE
5515587,l11,X0,c6,99991,4.0,True,NOTINVOLVED_PURCHASE
5525638,A2,X6,c6,85046,6.63,True,NORMAL_PURCHASE
5589715,l12,X1,c4,58109,8.49,True,NOTINVOLVED_PURCHASE
5644857,l1,X1,c1,42341,2.25,True,NOTINVOLVED_PURCHASE
5665103,l10,X1,c4,104928,12.31,True,NOTINVOLVED_PURCHASE
5711677,A4,X5,c3,61690,3.8,True,NORMAL_PURCHASE
5714556,l17,X3,c1,43467,2.07,True,NOTINVOLVED_PURCHASE
5719813,l16,X3,c5,106774,25.88,True,NOTINVOLVED_PURCHASE
5724865,l15,X0,c1,39651,3.19,True,NOTINVOLVED_PURCHASE
5762218,A5,X4,c3,77226,4.64,True,NORMAL_PURCHASE
5763701,l13,X2,c3,82341,2.09,True,NOTINVOLVED_PURCHASE
5863327,l7,X0,c1,75335,2.44,True,NOTINVOLVED_PURCHASE
5891782,l14,X5,c1,49069,3.69,True,NOTINVOLVED_PURCHASE
5896306,l2,X2,c4,72000,16.19,True,NOTINVOLVED_PURCHASE
5904143,l4,X5,c6,87473,6.33,True,NOTINVOLVED_PURCHASE
5936333,A7,X4,c4,84379,7.85,True,NORMAL_PURCHASE
6021494,A6,X1,c1,56004,2.28,True,NORMAL_PURCHASE
6046267,l3,X1,c4,70142,9.88,True,NOTINVOLVED_PURCHASE
6047472,l6,X2,c4,116494,11.88,True,NOTINVOLVED_PURCHASE
