timestamp,investor,amount,traced,eventType
304626,F1,555638.32,True,NOTINVOLVED_INVESTMENT
356258,F18,590117.46,True,NOTINVOLVED_INVESTMENT
394469,F16,652410.8,True,NOTINVOLVED_INVESTMENT
398848,F7,627129.2,True,NOTINVOLVED_INVESTMENT
419130,F19,628190.83,True,NOTINVOLVED_INVESTMENT
437443,F17,659105.22,True,NOTINVOLVED_INVESTMENT
530666,F10,564813.05,True,NOTINVOLVED_INVESTMENT
556043,F15,541021.18,True,NOTINVOLVED_INVESTMENT
563932,F4,547490.89,True,NOTINVOLVED_INVESTMENT
577010,F12,612637.14,True,NOTINVOLVED_INVESTMENT
594596,F0,586543.99,True,NOTINVOLVED_INVESTMENT
596067,F11,635234.78,True,NOTINVOLVED_INVESTMENT
659923,F14,627027.21,True,NOTINVOLVED_INVESTMENT
697128,F2,658130.82,True,NOTINVOLVED_INVESTMENT
763998,F3,654930.07,True,NOTINVOLVED_INVESTMENT
765618,F13,576773.59,True,NOTINVOLVED_INVESTMENT
776270,F9,622539.51,True,NOTINVOLVED_INVESTMENT
834348,F6,607802.32,True,NOTINVOLVED_INVESTMENT
872275,F5,618894.39,True,NOTINVOLVED_INVESTMENT
884408,F8,627371.2,True,NOTINVOLVED_INVESTMENT
2335425,F18,626300.16,True,NOTINVOLVED_INVESTMENT
2384138,F17,561248.53,True,NOTINVOLVED_INVESTMENT
2526163,F1,623357.82,True,NOTINVOLVED_INVESTMENT
2542882,F10,651763.55,True,NOTINVOLVED_INVESTMENT
2595060,F4,581967.07,True,NOTINVOLVED_INVESTMENT
2626602,F16,644935.89,True,NOTINVOLVED_INVESTMENT
2666230,F19,589508.49,True,NOTINVOLVED_INVESTMENT
2926304,f1,909039.04,True,SHADOW_INVESTMENT
2956605,F2,615727.01,True,NOTINVOLVED_INVESTMENT
3079951,F11,626158.43,True,NOTINVOLVED_INVESTMENT
3194282,F8,595148.57,True,NOTINVOLVED_INVESTMENT
3199478,F3,565199.63,True,NOTINVOLVED_INVESTMENT
3316731,F14,618920.9,True,NOTINVOLVED_INVESTMENT
3323777,f2,780482.25,True,SHADOW_INVESTMENT
3352300,F7,628494.93,True,NOTINVOLVED_INVESTMENT
3513704,F0,615515.63,True,NOTINVOLVED_INVESTMENT
3680914,F6,631206.11,True,NOTINVOLVED_INVESTMENT
3695667,F15,655514.52,True,NOTINVOLVED_INVESTMENT
3826923,F13,559757.94,True,NOTINVOLVED_INVESTMENT
3926136,F12,654449.14,True,NOTINVOLVED_INVESTMENT
3927343,F5,639512.66,True,NOTINVOLVED_INVESTMENT
3984069,F9,602078.48,True,NOTINVOLVED_INVESTMENT
4862765,F16,633028.86,True,NOTINVOLVED_INVESTMENT
5057816,F11,614598.91,True,NOTINVOLVED_INVESTMENT
5062876,F17,602633.49,True,NOTINVOLVED_INVESTMENT
5198176,F19,604407.48,True,NOTINVOLVED_INVESTMENT
5235304,F3,644089.03,True,NOTINVOLVED_INVESTMENT
5340148,F18,605647.27,True,NOTINVOLVED_INVESTMENT
5565312,F0,580398.26,True,NOTINVOLVED_INVESTMENT
5602898,F10,541593.95,True,NOTINVOLVED_INVESTMENT
5692666,F15,585096.91,True,NOTINVOLVED_INVESTMENT
5784452,F4,598105.33,True,NOTINVOLVED_INVESTMENT
5850168,F1,643618.09,True,NOTINVOLVED_INVESTMENT
5858826,F7,630733.03,True,NOTINVOLVED_INVESTMENT
5884084,F2,546961.27,True,NOTINVOLVED_INVESTMENT
5968825,F8,589997.41,True,NOTINVOLVED_INVESTMENT
6016387,F13,651981.26,True,NOTINVOLVED_INVESTMENT
6142374,F6,594743.22,True,NOTINVOLVED_INVESTMENT
6360042,F5,642847.44,True,NOTINVOLVED_INVESTMENT
6472366,F9,639139.8,True,NOTINVOLVED_INVESTMENT
6511316,F14,574795.0,True,NOTINVOLVED_INVESTMENT
6716258,F12,658728.0,True,NOTINVOLVED_INVESTMENT
7730070,F15,595939.41,True,NOTINVOLVED_INVESTMENT
7732957,F3,556473.99,True,NOTINVOLVED_INVESTMENT
7735814,F19,640094.78,True,NOTINVOLVED_INVESTMENT
7806965,F1,631721.6,True,NOTINVOLVED_INVESTMENT
7842007,F11,580132.93,True,NOTINVOLVED_INVESTMENT
7902526,F8,566713.82,True,NOTINVOLVED_INVESTMENT
7935269,f1,614968.02,True,SHADOW_INVESTMENT
7979598,F17,589456.12,True,NOTINVOLVED_INVESTMENT
8100035,F7,546779.99,True,NOTINVOLVED_INVESTMENT
8104233,F2,643902.32,True,NOTINVOLVED_INVESTMENT
8225658,F5,559905.96,True,NOTINVOLVED_INVESTMENT
8280632,F16,652374.77,True,NOTINVOLVED_INVESTMENT
8428830,F4,571633.93,True,NOTINVOLVED_INVESTMENT
8695660,F18,543238.38,True,NOTINVOLVED_INVESTMENT
8810129,F10,591632.23,True,NOTINVOLVED_INVESTMENT
8970611,F0,601508.09,True,NOTINVOLVED_INVESTMENT
9170700,F14,591517.96,True,NOTINVOLVED_INVESTMENT
9411391,F13,639289.73,True,NOTINVOLVED_INVESTMENT
9480982,F6,601445.58,True,NOTINVOLVED_INVESTMENT
9888446,F9,572880.61,True,NOTINVOLVED_INVESTMENT
9985356,F11,626756.12,True,NOTINVOLVED_INVESTMENT
10006824,F12,619497.91,True,NOTINVOLVED_INVESTMENT
10089159,F2,547461.27,True,NOTINVOLVED_INVESTMENT
10098013,F5,652712.43,True,NOTINVOLVED_INVESTMENT
10389792,F17,573329.78,True,NOTINVOLVED_INVESTMENT
10416367,F3,649139.19,True,NOTINVOLVED_INVESTMENT
10510883,F19,649241.85,True,NOTINVOLVED_INVESTMENT
10537942,F7,566452.57,True,NOTINVOLVED_INVESTMENT
